doc_id,committee_name,session_date,source_url,session_title,utterance_from,utterance_to,subject_label,tags
25_ptv_4032856,ועדת_הכספים,2023-12-26,https://fs.knesset.gov.il/25/Committees/25_ptv_4032856.doc,"הצעת תקנות השקעות משותפות בנאמנות (עסקאות באשראי ופדיון יחידות באשראי) (תיקון מס'...) התשפ""ד-2023 הצעת תקנות השקעות משותפות בנאמנות (אופציות, חוזים עתידיים ומכירות בחסר) (תיקון מס'...) התשפ""ד-2023;",1,49,תקנות השקעות משותפות בנאמנות – עסקאות באשראי,השקעות משותפות | נאמנות | אשראי
25_ptv_7298332,ועדת_הכספים,2025-06-09,https://fs.knesset.gov.il/25/Committees/25_ptv_7298332.doc,"הצעת החלטת גמלאות לנושאי משרה ברשויות השלטון (מבקר המדינה ושאיריו),(תיקון),התשפ""ה- 2025 (מענק הסתגלות בעת סיום כהונה של מבקר המדינה)",1,18,גמלאות מבקר המדינה – אישור תיקון,מבקר המדינה | גמלאות | אישור
25_ptv_9288578,ועדת_הכספים,2025-09-15,https://fs.knesset.gov.il/25/Committees/25_ptv_9288578.doc,שינויים בתקציב לשנת 2025,1,70,שינויים תקציביים – רשות מקרקעי ישראל / שמירת קרקע,"רמ""י | מקרקעין | שמירת קרקע"
25_ptv_9288578,ועדת_הכספים,2025-09-15,https://fs.knesset.gov.il/25/Committees/25_ptv_9288578.doc,שינויים בתקציב לשנת 2025,71,170,שינויים תקציביים – משרד המדע ושוויון חברתי,מדע | שוויון חברתי | שינויים תקציביים
25_ptv_9288578,ועדת_הכספים,2025-09-15,https://fs.knesset.gov.il/25/Committees/25_ptv_9288578.doc,שינויים בתקציב לשנת 2025,171,244,שינויים תקציביים – שר המורשת / נושאים נוספים,מורשת | שינויים תקציביים
25_ptv_1434808,ועדת_הכספים,2022-12-12,https://fs.knesset.gov.il/25/Committees/25_ptv_1434808.doc,"התייקרות תעריפי המים לחקלאות, הצעתו של ח""כ עמיחי שיקלי",1,69,התייקרות תעריפי המים לחקלאות – רשות המים,מים | חקלאות | תעריפים | רשות המים
25_ptv_6563512,ועדת_הכספים,2025-02-11,https://fs.knesset.gov.il/25/Committees/25_ptv_6563512.doc,"סעיפים 8(1), (2), (3), (5), (7)-(9), 9(2), 10(1) ו־14 (הוצאות שלא מותרות בניכוי והגבלת תשלומים במזומן) מתוך הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2025), התשפ""ה-2024, מ/1822",1,110,הצגת סעיפי הוצאות לא מותרות בניכוי (חוק ההסדרים),ניכוי הוצאות | חוק ההסדרים | מס הכנסה
25_ptv_6563512,ועדת_הכספים,2025-02-11,https://fs.knesset.gov.il/25/Committees/25_ptv_6563512.doc,"סעיפים 8(1), (2), (3), (5), (7)-(9), 9(2), 10(1) ו־14 (הוצאות שלא מותרות בניכוי והגבלת תשלומים במזומן) מתוך הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2025), התשפ""ה-2024, מ/1822",111,400,"פרטי הוצאות בניכוי – חשבוניות, מזומן, מע""מ","חשבוניות | מזומן | מע""מ | ניכוי"
25_ptv_6563512,ועדת_הכספים,2025-02-11,https://fs.knesset.gov.il/25/Committees/25_ptv_6563512.doc,"סעיפים 8(1), (2), (3), (5), (7)-(9), 9(2), 10(1) ו־14 (הוצאות שלא מותרות בניכוי והגבלת תשלומים במזומן) מתוך הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2025), התשפ""ה-2024, מ/1822",401,689,קריאת סעיפי החוק – הוראות מעבר ותחולה,הוראות מעבר | תחולה | קריאת חוק
25_ptv_7294086,ועדת_הכספים,2025-06-03,https://fs.knesset.gov.il/25/Committees/25_ptv_7294086.doc,שינויים בתקציב לשנת 2025,1,17,"הצעות לסדר – השלכות תקציביות מלחמה, ארגוני סביבה, הסברה",מילואים | קרן ניקיון | ארגוני סביבה | הסברה | הצעות לסדר
25_ptv_7294086,ועדת_הכספים,2025-06-03,https://fs.knesset.gov.il/25/Committees/25_ptv_7294086.doc,שינויים בתקציב לשנת 2025,18,82,נשיא המדינה – עודפי 4.7M ₪; כנף ציון יקר מטיסה מסחרית אך ההחלטה בידי חשב כללי,נשיא המדינה | כנף ציון | עודפים | אבטחה | נשיאים לשעבר
25_ptv_7294086,ועדת_הכספים,2025-06-03,https://fs.knesset.gov.il/25/Committees/25_ptv_7294086.doc,שינויים בתקציב לשנת 2025,83,190,"משרד ראש הממשלה – 998M ₪ עודפים: גיור (20.9M), ארכיון המדינה (15.9M), מירון-תשתיות, מורשת (27.5M)+אפליקציה בשלבי אפיון, התיישבות (191M), דיגיטל לאומי (39.5M), מעמד האישה-רשות בוטלה אך תקצוב נמשך (4.2M), מיעוטים (27.4M), נגב וגליל (37.8M), תפוצות (20M), מסורת וירושלים (28M)",ראש הממשלה | עודפים | גיור | ארכיון | מירון | מורשת | התיישבות | דיגיטל | מעמד האישה | מיעוטים | נגב וגליל | תפוצות | מסורת וירושלים
25_ptv_4940160,ועדת_הכספים,2024-07-21,https://fs.knesset.gov.il/25/Committees/25_ptv_4940160.doc,מיסוי יתר נגבה ממשרתי המילואים ומשפחותיהם,1,120,עדויות מילואימניקות ומשפחות על מיסוי יתר שנגבה ולא הוחזר,מילואים | מיסוי יתר | ביטוח לאומי | עדויות
25_ptv_4940160,ועדת_הכספים,2024-07-21,https://fs.knesset.gov.il/25/Committees/25_ptv_4940160.doc,מיסוי יתר נגבה ממשרתי המילואים ומשפחותיהם,121,383,ניתוח בעיית המס ודרישה לפתרון נהלי וחקיקתי לרשות המיסים,מילואים | רשות המיסים | פתרון חקיקתי | השבת מס
25_ptv_4657926,ועדת_הכספים,2024-06-04,https://fs.knesset.gov.il/25/Committees/25_ptv_4657926.doc,שינויים בתקציב לשנת 2024,1,10,משרד הביטחון – הרשאה להתחייב 11.3 מיליארד ₪ לפרויקטים ביטחוניים סווגים; אושר,ביטחון | הרשאה להתחייב | תקציב | סיווג
25_ptv_3468980,ועדת_הכספים,2023-10-24,https://fs.knesset.gov.il/25/Committees/25_ptv_3468980.doc,"דיון בנושא:""חרבות ברזל והערכות הממשלה למתן פיצוי בעקבות הלחימה, בהשתתפות שר האוצר מר בצלאל סמוטריץ'""",1,75,מצב האשראי לעסקים בחרבות ברזל – מפקח הבנקים; אשדוד נכלל; הצעה להרחיב לצפון,חרבות ברזל | אשראי | עסקים | מפקח הבנקים | אשדוד
25_ptv_3468980,ועדת_הכספים,2023-10-24,https://fs.knesset.gov.il/25/Committees/25_ptv_3468980.doc,"דיון בנושא:""חרבות ברזל והערכות הממשלה למתן פיצוי בעקבות הלחימה, בהשתתפות שר האוצר מר בצלאל סמוטריץ'""",76,145,פרטי מסלולי אשראי לעסקים קטנים; שיקים חוזרים; דרישה לשנות תנאי הגבלת אשראי,עסקים קטנים | שיקים חוזרים | הגבלת אשראי | מסלולי סיוע
25_ptv_11755462,ועדת_הכספים,2026-02-16,https://fs.knesset.gov.il/25/Committees/25_ptv_11755462.doc,"פרק ז' (מס מיוחד על רווחי בנקים) מתוך הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2026), התשפ""ו-2026,  מ/1924",1,150,הצגת מס מיוחד על רווחי בנקים (חוק ההתייעלות 2026) – ועדת מומחים: שיקולים לכאן ולכאן,מס רווחי בנקים | חוק ההתייעלות | ועדת מומחים | ריבית
25_ptv_11755462,ועדת_הכספים,2026-02-16,https://fs.knesset.gov.il/25/Committees/25_ptv_11755462.doc,"פרק ז' (מס מיוחד על רווחי בנקים) מתוך הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2026), התשפ""ו-2026,  מ/1924",151,450,"פרטי המנגנון – שנות בסיס, ריבית פריים, השפעה על ריבית משכנתאות ועל צרכנים",ריבית פריים | משכנתאות | שנות בסיס | השפעה על צרכנים
25_ptv_11755462,ועדת_הכספים,2026-02-16,https://fs.knesset.gov.il/25/Committees/25_ptv_11755462.doc,"פרק ז' (מס מיוחד על רווחי בנקים) מתוך הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2026), התשפ""ו-2026,  מ/1924",451,641,הסתייגויות; בקשה להצגת מודלים בינלאומיים; דיון ממשיך,הסתייגויות | מודלים בינלאומיים | בנקים
25_ptv_3219478,ועדת_הכספים,2023-07-03,https://fs.knesset.gov.il/25/Committees/25_ptv_3219478.doc,"שיעור הריבית על הלוואות לדיור והריבית המשתלמת על-ידי הבנקים על כספים המופקדים בחשבונות עו""ש ובפיקדונות השלכות סביבת האינפלציה והריביות הגבוהות על גיוס האשראי במגזר העסקי - המשך דיון",1,98,ריבית משכנתאות – שר האוצר סמוטריץ' נוכח; בנק ישראל 'הפך מגן של הבנקים'; הצעת חוק בהכנה,ריבית | משכנתאות | בנק ישראל | שר האוצר | חוק
25_ptv_3739864,ועדת_הכספים,2023-10-30,https://fs.knesset.gov.il/25/Committees/25_ptv_3739864.doc,"הצעת חוק הגנה על מענקים מיוחדים (חרבות ברזל), התשפ""ד–2023",1,200,הצגת חוק הגנה על מענקים מיוחדים חרבות ברזל; הצעה לכלול מלאי בית; עמדת רשות האכיפה והגבייה,חרבות ברזל | מענקים מיוחדים | רשות אכיפה | הגדרות
25_ptv_3739864,ועדת_הכספים,2023-10-30,https://fs.knesset.gov.il/25/Committees/25_ptv_3739864.doc,"הצעת חוק הגנה על מענקים מיוחדים (חרבות ברזל), התשפ""ד–2023",201,450,בעיית גופים שלטוניים כפולים – ממשלה מול ועדת הכספים; מינהלת פיצויים,מינהלת פיצויים | ועדת הכספים | גופים שלטוניים | כשל
25_ptv_3739864,ועדת_הכספים,2023-10-30,https://fs.knesset.gov.il/25/Committees/25_ptv_3739864.doc,"הצעת חוק הגנה על מענקים מיוחדים (חרבות ברזל), התשפ""ד–2023",451,611,קריאת סעיפי החוק ואישורו בהצבעה,קריאת חוק | הצבעה | אישור
25_ptv_3850598,ועדת_הכספים,2023-12-19,https://fs.knesset.gov.il/25/Committees/25_ptv_3850598.doc,דיון בבקשת הממשלה לדחיית המועד להגשת דוח הפרשים לכנסת בהתאם לחוק-יסוד: שק המדינה,1,77,ממשלה מבקשת לדחות דוח הפרשים (21 דצמבר) בשל חוסר ודאות מלחמת חרבות ברזל; אושר,דוח הפרשים | חוסר ודאות | חרבות ברזל | דחייה
25_ptv_2800235,ועדת_הכספים,2023-06-12,https://fs.knesset.gov.il/25/Committees/25_ptv_2800235.doc,"שיעור הריבית על הלוואות לדיור והריבית המשתלמת על ידי הבנקים על כספים המופקדים בחשבונות עו""ש ובפיקדונות השלכות סביבת האינפלציה והריביות הגבוהות על גיוס האשראי במגזר העסקי – המשך דיון",1,80,ריבית הלוואות לדיור – בנק ישראל 'הפך מגן של הבנקים'; בנק אופק – מניה שנרכשה ולא עלתה,ריבית | לדיור | בנק ישראל | בנק אופק | ביקורת
25_ptv_2800235,ועדת_הכספים,2023-06-12,https://fs.knesset.gov.il/25/Committees/25_ptv_2800235.doc,"שיעור הריבית על הלוואות לדיור והריבית המשתלמת על ידי הבנקים על כספים המופקדים בחשבונות עו""ש ובפיקדונות השלכות סביבת האינפלציה והריביות הגבוהות על גיוס האשראי במגזר העסקי – המשך דיון",81,130,גפני: הכנת הצעת חוק ריבית; בקשת עמדת בנק ישראל בכתב,הצעת חוק | בנק ישראל | ריבית | ועדת הכספים
25_ptv_2416374,ועדת_הכספים,2023-04-19,https://fs.knesset.gov.il/25/Committees/25_ptv_2416374.doc,"פרק כ' (רשויות מקומיות), 78, 79 מתוכו רק: 1, 2, 5, 6(א) עד (ג), 7, 25-23 (בעניין כספי הקרן להרחבת ההשקעה בתושב, הקצאתם ומקורות הקרן) ו-80-84 מתוך הצעת חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנות התקציב 2023 ו-2024), התשפ""ג-2023, מ/1612",1,175,"פרק כ' חוק ההסדרים – רשויות מקומיות; יועמ""ש שלטון מקומי תומך; ביקורת על קצב ואיכות החקיקה",רשויות מקומיות | חוק ההסדרים | שלטון מקומי | ביקורת
25_ptv_3884021,ועדת_הכספים,2023-12-25,https://fs.knesset.gov.il/25/Committees/25_ptv_3884021.doc,"הצעת תקנות מס רכוש וקרן פיצויים (הארכת התקופה הקובעת וקביעת תיאומים), התשפ""ד-2023",1,99,תקנות מס רכוש – הארכת תקופה קובעת לפיצויים חרבות ברזל; ויכוח על ספטמבר-אוקטובר 2023; 'היד קפוצה',מס רכוש | פיצויים | הארכת תקופה | חרבות ברזל
25_ptv_4670148,ועדת_הכספים,2024-06-05,https://fs.knesset.gov.il/25/Committees/25_ptv_4670148.doc,"תכנית הממשלה לשיקום, לחידוש ולפיתוח חבל התקומה",1,120,הצגת תכנית ממשלתית לשיקום חבל התקומה – עקרונות; יישובים עורפיים מחוץ לחבל,תקומה | שיקום | עוטף עזה | יישובים | יישובים עורפיים
25_ptv_4670148,ועדת_הכספים,2024-06-05,https://fs.knesset.gov.il/25/Committees/25_ptv_4670148.doc,"תכנית הממשלה לשיקום, לחידוש ולפיתוח חבל התקומה",121,234,פרטי שיקום לקיבוצים ספציפיים; ביטחון ושקט כתנאי ראשון; השגות רשויות ערביות-בדואיות,קיבוצים | ביטחון | בדואים | רשויות מקומיות
25_ptv_10138767,ועדת_הכספים,2025-11-24,https://fs.knesset.gov.il/25/Committees/25_ptv_10138767.doc,"הצעת חוק לתיקון פקודת מס הכנסה (הטבות במס ליישוב מאוים באזור), התשפ""ה-2025, פ/5890/25",1,60,הצגת חוק הטבות מס ליישוב מאוים; מועצת בנימין – הכי הרבה מתגייסים; בתי לוחם קיבלו 80M ₪ שלא הגיעו לאזור,ליישוב מאוים | הטבות מס | מועצת בנימין | בתי לוחם
25_ptv_10138767,ועדת_הכספים,2025-11-24,https://fs.knesset.gov.il/25/Committees/25_ptv_10138767.doc,"הצעת חוק לתיקון פקודת מס הכנסה (הטבות במס ליישוב מאוים באזור), התשפ""ה-2025, פ/5890/25",61,127,הרחבה לגליל ומעלה אדומים; הגדרת איום ביטחוני; נוף הגליל – אין ביקוש לדירות?,גליל | מעלה אדומים | איום ביטחוני | הגדרות | נוף הגליל
25_ptv_5611185,ועדת_הכספים,2025-01-21,https://fs.knesset.gov.il/25/Committees/25_ptv_5611185.doc,"סעיף 16 (דיגיטציה של חשבוניות מס) מתוך הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2025), התשפ""ה–2024,  מ/1822",1,90,סעיף 16 חוק ההתייעלות – דיגיטציה חשבוניות מס; עסקאות עם הרשות הפלסטינית חייבות חשבונית I+P,"חשבוניות מס | דיגיטציה | רשות פלסטינית | מע""מ"
25_ptv_5611185,ועדת_הכספים,2025-01-21,https://fs.knesset.gov.il/25/Committees/25_ptv_5611185.doc,"סעיף 16 (דיגיטציה של חשבוניות מס) מתוך הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2025), התשפ""ה–2024,  מ/1822",91,223,קשיי יישום – העברות בבנקים פלסטינים; קשיי אוכלוסיות מבוגרות; חשבוניות בכתב יד עדיין תקפות,יישום | בנקים פלסטינים | אוכלוסייה מבוגרת | כתב יד
25_ptv_5831831,ועדת_הכספים,2025-02-18,https://fs.knesset.gov.il/25/Committees/25_ptv_5831831.doc,"סעיפים 7-6 (שינוי מבנה ומיזוג) מתוך הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2025), התשפ""ה-2024,  מ/1822",1,130,סעיפים 6-7 חוק ההתייעלות – שינוי מבנה ומיזוג; הסתייגות: שר האוצר → ממשלה+ועדת הכספים,שינוי מבנה | מיזוג | חוק ההתייעלות | הסתייגויות
25_ptv_5831831,ועדת_הכספים,2025-02-18,https://fs.knesset.gov.il/25/Committees/25_ptv_5831831.doc,"סעיפים 7-6 (שינוי מבנה ומיזוג) מתוך הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2025), התשפ""ה-2024,  מ/1822",131,243,הצבעות על הסתייגויות; רביזיות מרובות; כל הסתייגויות נדחו,הצבעות | רביזיות | הסתייגויות
25_ptv_10438082,ועדת_הכספים,2025-12-01,https://fs.knesset.gov.il/25/Committees/25_ptv_10438082.doc,הצעת אישור מוסדות ציבור לעניין סעיף 46 לפקודת מס הכנסה(רשימה שסימנה 2025-004153),1,20,אישור סעיף 46; סעיף 64 (מנהלת הר הבית) הוצא לבדיקה בבקשת גפני – שמירה על סטטוס קוו,סעיף 46 | מוסדות ציבור | הר הבית | סטטוס קוו
25_ptv_2495630,ועדת_הכספים,2023-05-01,https://fs.knesset.gov.il/25/Committees/25_ptv_2495630.doc,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023,  מ/1610",1,100,"תקציב 2023 – שר החינוך קיש; יישובי מ""מ (ממשל מינהלי); ייצוג מגזרי","תקציב חינוך | שר החינוך | מ""מ | ממשל מינהלי | ייצוג"
25_ptv_2495630,ועדת_הכספים,2023-05-01,https://fs.knesset.gov.il/25/Committees/25_ptv_2495630.doc,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023,  מ/1610",101,209,"ממ""ח (חינוך ממלכתי-חרדי) – תקציב ברף הגבוה ביותר; ויכוח על שוויון תקציבי","ממ""ח | חינוך חרדי | תקציב | שוויון"
25_ptv_5449141,ועדת_הכספים,2024-12-29,https://fs.knesset.gov.il/25/Committees/25_ptv_5449141.doc,"הצעת צו היטלי סחר ואמצעי הגנה (היטל יבוא הנובע מהסכם העדפה) (הוראת שעה), התשפ""ה - 2024",1,30,"צו היטל יבוא (הסכם העדפה, הוראת שעה) – אישור",היטל יבוא | הסכם העדפה | הוראת שעה | מכס
25_ptv_5449141,ועדת_הכספים,2024-12-29,https://fs.knesset.gov.il/25/Committees/25_ptv_5449141.doc,"הצעת צו היטלי סחר ואמצעי הגנה (היטל יבוא הנובע מהסכם העדפה) (הוראת שעה), התשפ""ה - 2024",31,58,"מענקי פרישה עובדי רשות המיסים – רבע מיליון שקל לבכירים; ח""כ שירי מטיל ספק",מענקי פרישה | רשות המיסים | שכר בכירים | ביקורת
25_ptv_5032362,ועדת_הכספים,2024-09-11,https://fs.knesset.gov.il/25/Committees/25_ptv_5032362.doc,1. הצעת אישור מוסדות ציבור לעניין סעיף 46 לפקודת מס הכנסה (רשימה שסימנה: 003361),1,25,רשימה 1 – אושרה בהצבעה,סעיף 46 | מוסדות ציבור | אישור
25_ptv_5032362,ועדת_הכספים,2024-09-11,https://fs.knesset.gov.il/25/Committees/25_ptv_5032362.doc,1. הצעת אישור מוסדות ציבור לעניין סעיף 46 לפקודת מס הכנסה (רשימה שסימנה: 003361),26,152,רשימה 2 – ארגוני מיסיון לא יקבלו; קהילת סאטמר בבדיקה; אישורי ניהול תקין,מיסיון | סאטמר | ניהול תקין | עמותות
25_ptv_11449029,ועדת_הכספים,2026-01-26,https://fs.knesset.gov.il/25/Committees/25_ptv_11449029.doc,"הצעת חוק לעידוד פעילות בשוק ההון (תיקוני חקיקה), התשפ""ד-2024,  מ/1773",1,100,חוק עידוד שוק ההון – נכסים פיננסיים; תשלום בנכסים דיגיטליים (קריפטו) ללא הסכמת צדדים,שוק ההון | נכסים דיגיטליים | קריפטו | נכסים פיננסיים
25_ptv_11449029,ועדת_הכספים,2026-01-26,https://fs.knesset.gov.il/25/Committees/25_ptv_11449029.doc,"הצעת חוק לעידוד פעילות בשוק ההון (תיקוני חקיקה), התשפ""ד-2024,  מ/1773",101,224,שמירת סיכון – סעיף מהותי; פרטי ניסוח; הפרה פלילית,שמירת סיכון | ניסוח | הפרה פלילית | אסדרה
25_ptv_4641023,ועדת_הכספים,2024-06-18,https://fs.knesset.gov.il/25/Committees/25_ptv_4641023.doc,"הצעה לדיון מהיר בנושא: ""פיצוי למוסדות ומוזיאונים בגין ירידה בהכנסות כתוצאה ממלחמת חרבות ברזל"", של ח""כ  ולדימיר בליאק, חמד עמאר, ינון אזולאי, משה סולומון, גלעד קריב (מס' 239).",1,70,פיצוי מוסדות תרבות ומוזיאונים בגין ירידה בהכנסות חרבות ברזל; 9 מוזיאונים בצפון נסגרו בפינוי,תרבות | מוזיאונים | פיצוי | פינוי צפון | חרבות ברזל
25_ptv_4641023,ועדת_הכספים,2024-06-18,https://fs.knesset.gov.il/25/Committees/25_ptv_4641023.doc,"הצעה לדיון מהיר בנושא: ""פיצוי למוסדות ומוזיאונים בגין ירידה בהכנסות כתוצאה ממלחמת חרבות ברזל"", של ח""כ  ולדימיר בליאק, חמד עמאר, ינון אזולאי, משה סולומון, גלעד קריב (מס' 239).",71,125,10 מוזיאונים ב'אזורי קרבה' פתוחים אך ביקורים נמוכים (כמו לוחמי הגטאות); ויכוח על הגדרת נפגע,לוחמי הגטאות | ביקורים | הגדרת נפגע | קו עימות
25_ptv_9201716,ועדת_הכספים,2025-08-12,https://fs.knesset.gov.il/25/Committees/25_ptv_9201716.doc,דיון בנושא סיווג איום בטחוני לעיר מעלה אדומים,1,59,מעלה אדומים – ראש עיר גיא יפרח; מיליוני שקלים לאבטחה שלא מגיעים; ויכוח: משרד הפנים vs. ביטחון לאומי,מעלה אדומים | ביטחון | מימון | משרד הפנים | ביטחון לאומי
25_ptv_4743549,ועדת_הכספים,2024-06-03,https://fs.knesset.gov.il/25/Committees/25_ptv_4743549.doc,"דיון בנושא הארכת תשלום מענק עידוד חזרה לעבודה, הצעתה של ח""כ אפרת רייטן מרום",1,52,הארכת מענק עידוד חזרה לעבודה עד יוני; ביטוח לאומי; דיון נפרד נדרש לתעשיינים,מענק חזרה לעבודה | ביטוח לאומי | תעשיינים | הארכה
25_ptv_9972690,ועדת_הכספים,2025-11-11,https://fs.knesset.gov.il/25/Committees/25_ptv_9972690.doc,דיון בנושא הצעת רשות שוק ההון ביטוח וחיסכון לשינוי הכיסוי הביטוחי בקרנות הפנסיה החדשות,1,50,הצעת רשות שוק ההון – שינוי כיסוי ביטוחי בקרנות פנסיה; כבר הוחל בקרן אחת ב-1.6.2025,קרנות פנסיה | כיסוי ביטוחי | רשות שוק ההון | ביצוע
25_ptv_9972690,ועדת_הכספים,2025-11-11,https://fs.knesset.gov.il/25/Committees/25_ptv_9972690.doc,דיון בנושא הצעת רשות שוק ההון ביטוח וחיסכון לשינוי הכיסוי הביטוחי בקרנות הפנסיה החדשות,51,123,"ויכוח: מי מרוויח, השפעה על צבירה; קרנות חייבות לשנות עד 1.1.2026 ולא ערוכות",צבירה | תשואה | מוכנות | קרנות פנסיה | 2026
25_ptv_3603945,ועדת_הכספים,2023-11-06,https://fs.knesset.gov.il/25/Committees/25_ptv_3603945.doc,"הצעת חוק התוכנית לסיוע כלכלי (הוראת שעה – חרבות ברזל), התשפ""ד– 2023,  מ/1670",1,110,"קריאת סעיפים – תיקון חוק בתי משפט; ימי המתנה לחל""ת; מסלול חל""ת","חל""ת | ימי המתנה | קריאת חוק | חרבות ברזל"
25_ptv_3603945,ועדת_הכספים,2023-11-06,https://fs.knesset.gov.il/25/Committees/25_ptv_3603945.doc,"הצעת חוק התוכנית לסיוע כלכלי (הוראת שעה – חרבות ברזל), התשפ""ד– 2023,  מ/1670",111,242,תקופת אכשרה; ימי התייצבות; שעות עבודה ותנאי שמרטפיות,אכשרה | שעות עבודה | שמרטפיות | פרטי חוק
25_ptv_13162705,ועדת_הכספים,2026-03-19,https://fs.knesset.gov.il/25/Committees/25_ptv_13162705.doc,"פרק ז' (מס מיוחד על רווחי בנקים) מתוך הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2026), התשפ""ו-2026,  מ/1924",1,150,המשך דיון מס רווחי בנקים; גירעון יורד מ-5.1% ל-4.5%; מסקנות ועדה; הסכמות חלקיות,מס רווחי בנקים | גירעון | ועדה | הסכמות
25_ptv_13162705,ועדת_הכספים,2026-03-19,https://fs.knesset.gov.il/25/Committees/25_ptv_13162705.doc,"פרק ז' (מס מיוחד על רווחי בנקים) מתוך הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2026), התשפ""ו-2026,  מ/1924",151,302,הסתדרות המורים – מייצגת מורים עם חשבונות בנק; בקשת חוות דעת; הסתייגויות,הסתדרות המורים | בנקים | חוות דעת | סיכום
25_ptv_9743274,ועדת_הכספים,2025-10-28,https://fs.knesset.gov.il/25/Committees/25_ptv_9743274.doc,"דיון בנושא אי העברת תקציבים לתכנית החומש של הרשויות הדרוזיות והצ'רקסיות לשנת 2025, הצעתו של ח""כ עפיף עבד",1,110,תכנית חומש רשויות דרוזיות וצ'רקסיות – 10M חינוך בלתי פורמאלי ו-3M הסעות לא עברו כלל,רשויות דרוזיות | צ'רקסים | תכנית חומש | חינוך | הסעות
25_ptv_9743274,ועדת_הכספים,2025-10-28,https://fs.knesset.gov.il/25/Committees/25_ptv_9743274.doc,"דיון בנושא אי העברת תקציבים לתכנית החומש של הרשויות הדרוזיות והצ'רקסיות לשנת 2025, הצעתו של ח""כ עפיף עבד",111,231,"משרד הרווחה הקצה 19M; קולות קוראים לא ייעודיים (40,000 תושבים כלליים); דרישה לתיקון המנגנון",רווחה | קול קורא | מנגנון חלוקה | ייעוד תקציבי
25_ptv_10926847,ועדת_הכספים,2025-12-23,https://fs.knesset.gov.il/25/Committees/25_ptv_10926847.doc,"1. הצעת תקנות הפיקוח על שירותים פיננסיים (קופות גמל) (זקיפת תשואה בקרן פנסיה חדשה מקיפה)(תיקון), התשפ""ו–2025",1,54,תקנות קופות גמל – זקיפת תשואה; רשות שוק ההון מבקשת 3 שנים; קרנות חייבות שינוי ב-1.1.2026 ולא ערוכות,קופות גמל | זקיפת תשואה | קרנות פנסיה | 2026 | רשות שוק ההון
25_ptv_4425342,ועדת_הכספים,2024-04-01,https://fs.knesset.gov.il/25/Committees/25_ptv_4425342.doc,"הצעת מכירת החזקות המדינה בחברת אל- על נתיבי אוויר לישראל בע""מ בהתאם לסעיף 5(ד)(2) לחוק נכסי המדינה, התשי""א- 1951",1,50,הצגת הצעת מכירת 4% ממניות אל-על; כתב אופציה שפג בנובמבר; הצעת רכש הייתה,אל-על | מניות | מכירה | כתב אופציה | 4%
25_ptv_4425342,ועדת_הכספים,2024-04-01,https://fs.knesset.gov.il/25/Committees/25_ptv_4425342.doc,"הצעת מכירת החזקות המדינה בחברת אל- על נתיבי אוויר לישראל בע""מ בהתאם לסעיף 5(ד)(2) לחוק נכסי המדינה, התשי""א- 1951",51,96,שיטת המכירה; מגעים עם 10-5 קונים; ציפייה לתוצאות תוך חודשיים,שיטת מכירה | קונים | לוח זמנים | אל-על
25_ptv_2412052,ועדת_הכספים,2023-04-16,https://fs.knesset.gov.il/25/Committees/25_ptv_2412052.doc,"הצעת חוק הפחתת הגירעון והגבלת ההוצאה התקציבית (תיקון מס' 23) (הוראת שעה), התשפ""ג-2023,  מ/1612",1,121,חוק הפחתת הגירעון – תיקון 23; נתוני רבעון 1 2023 סבירים; תחזיות גירעון 2026-2027; צמיחה=יציבות,גירעון | הפחתת הגירעון | חוק יסוד | 2026 | 2027 | צמיחה
